0.141,0.8938,1.178,1.3877,1.7613
0.4874,0.8967,1.1536,1.2782,1.5577,1.8485
0.6814,1.0368,1.2123,1.4345,1.7895
0.0169,0.5619,0.8549,1.0734,1.2081,1.3907,1.6581,1.9152
0.268,0.8292,1.0947,1.2342,1.4465,1.7634
0.0084,0.6089,0.9999,1.1783,1.3224,1.6052,1.9045
0.3448,0.7905,1.0894,1.2205,1.4255,1.7322
0.0892,0.9771,1.18,1.3596,1.7824,1.7824
0.2512,0.7802,1.071,1.2086,1.3884,1.7338
0.7623,1.1233,1.2916,1.6289
0.6111,1.0203,1.2187,1.4779,1.8558
0.3727,0.8434,1.1095,1.2417,1.4766,1.7891
0.3957,0.8019,1.0422,1.2098,1.398,1.6985,1.968
0.017,0.4479,0.7778,1.0378,1.1925,1.3477,1.5925,1.86,
0.6403,1.0056,1.1882,1.3498,1.6354,1.9323
0.0871,0.6522,1.0265,1.215,1.4496,1.795
0.5323,0.884,1.1267,1.2614,1.5132,1.8345
0.0148,1.0091,1.1963,1.4069,1.8041
1.0055,1.2084,1.4687,1.9377
0.3187,0.6752,0.9992,1.1636,1.305,1.5508,1.8176
0.1443,0.6589,0.9542,1.1643,1.3038,1.5574,1.8872
1.1318,1.3341,1.828
1.1198,1.3247,1.7137
0.8558,1.1523,1.3415,1.7561
0.0663,0.6514,0.9864,1.1827,1.3599,1.6474,1.9207
1.0228,1.2302,1.5783
0.0452,0.5271,0.8261,1.0821,1.2242,1.4041,1.7298,1.9899
0.2031,0.6471,0.9789,1.1787,1.3427,1.6537,1.932
0.7811,1.1186,1.2623,1.5817
0.5837,0.9996,1.1879,1.3615,1.6895
0.2496,0.6485,0.9449,1.1467,1.2616,1.5151,1.773
0.3738,0.9045,1.1811,1.3591,1.672
0.3629,0.8391,1.0778,1.2203,1.4257,1.7381,1.9844
1.147,1.336,1.9275
0.0189,0.6321,1.0042,1.1798,1.3459,1.6457,1.9724
0.6416,1.0938,1.2635,1.5821,1.9518
0.482,0.8637,1.1155,1.2429,1.4615,1.7732
0.1459,0.7872,1.0955,1.2379,1.5163,1.8976
0.5215,0.954,1.1606,1.305,1.593,1.8989
0.0888,0.8176,1.1416,1.3031,1.6137
0.8458,1.1439,1.3043,1.6071,1.9683
0.2725,0.68,0.9981,1.1481,1.2508,1.4616,1.724,1.724
0.279,0.6601,0.9779,1.1708,1.3087,1.5798,1.8804
0.3592,0.8436,1.1072,1.2541,1.5772,1.9391
0.481,0.8849,1.1452,1.2472,1.4824,1.8401
0.3474,0.7529,1.0443,1.2077,1.3946,1.6965
0.8167,1.1758,1.3716,1.822
0.1315,0.5276,0.887,1.1171,1.236,1.4439,1.7539
0.3685,0.7906,1.0293,1.1775,1.3118,1.5557,1.8309
0.6501,1.1035,1.2684,1.6331
0.5804,1.144,1.3526,1.7961
0.0168,0.6711,1.0333,1.2231,1.4888,1.921
0.0176,0.5785,0.9422,1.1481,1.2639,1.4903,1.7855
0.2653,0.6966,0.997,1.1757,1.3364,1.6457,1.9297
1.1368,1.3137,1.7358
0.03,0.6269,0.9412,1.1551,1.2773,1.5082,1.7901,1.7901
1.0051,1.2085,1.4968,1.9295
0.1438,0.7685,1.0767,1.2287,1.4447,1.7567
0.3792,0.8292,1.1011,1.2294,1.4598,1.8365
0.3561,0.8679,1.125,1.2448,1.4967,1.7949
0.5385,0.9696,1.1832,1.348,1.6352,1.9888
0.1419,0.8133,1.1165,1.2491,1.4722,1.8082
0.4504,0.8188,1.0716,1.2021,1.3736,1.6656,1.9259
0.2078,0.733,1.0135,1.1705,1.3031,1.5448,1.8473
0.9588,1.1915,1.4175,1.7888
1.1881,1.5802
1.0506,1.2379,1.5355,1.9636
0.6281,1.0141,1.2008,1.4051,1.7767
1.168,1.4305
0.651,1.0648,1.2197,1.4613,1.8276
0.3611,0.8588,1.1221,1.2575,1.5246,1.832
0.3555,0.9039,1.1743,1.3683,1.6638
0.5886,1.0788,1.2437,1.5836,1.9698
1.0566,1.2328,1.5872,1.9781
0.4366,1.019,1.2093,1.4386,1.8021
1.0946,1.2742,1.7198
0.6282,1.0327,1.2168,1.4494,1.7904
0.2637,0.8252,1.079,1.2165,1.4021,1.7109
0.3405,0.7098,0.949,1.1479,1.2574,1.4724,1.7641
0.6383,1.0637,1.2266,1.4844,1.9097
0.8899,1.1653,1.3259,1.6656
1.1563,1.3692
0.9564,1.1826,1.3867,1.8002
0.0456,0.7125,1.0919,1.2386,1.5104,1.8709
0.5155,0.8668,1.1361,1.2653,1.5312,1.8262
0.8568,1.1408,1.2994,1.6342
0.3157,0.7229,0.992,1.1575,1.2863,1.5246,1.7931
0.5279,0.9994,1.1983,1.4355,1.7761
0.0646,0.9343,1.1882,1.4189,1.8014
0.8787,1.1989,1.4588,1.9411
0.5243,0.8954,1.1471,1.2746,1.5802,1.9227
0.798,1.1365,1.2994,1.6047,1.9766
0.6484,1.0311,1.2192,1.4682,1.8724
0.3387,0.8676,1.1199,1.2455,1.4687,1.7872
1.1392,1.3432,1.7413
0.0017,0.6501,1.0177,1.2048,1.4251,1.8011,1.8011
1.1568,1.3938
0.5928,1.0735,1.2484,1.5896
1.063,1.2875,1.7637
0.1468,0.6005,0.8842,1.1232,1.243,1.5103,1.7753
0.0235,0.5907,0.9187,1.1512,1.2981,1.577,1.9114
0.747,1.1109,1.2681,1.5868,1.9284
0.5744,0.9169,1.152,1.2899,1.5698,1.8982
1.1053,1.294,1.7575
0.517,0.8841,1.1392,1.2707,1.5477,1.8883
0.9429,1.1748,1.3581,1.7629
1.015,1.2127,1.4909,1.9228
1.0066,1.2179,1.474,1.8583
1.0115,1.231,1.593
0.0388,0.5172,0.8946,1.1206,1.2572,1.5103,1.8477
0.8416,1.1302,1.2764,1.5915,1.9683
0.5787,1.041,1.2252,1.4912,1.8537
0.6527,1.0396,1.2043,1.3872,1.7104
0.0518,0.6541,1.0271,1.1916,1.3699,1.6466,1.9807
0.0303,0.5018,0.8632,1.101,1.2192,1.4127,1.6626,1.9538
0.7971,1.1707,1.3613,1.7391
1.0993,1.3018,1.7182
0.0049,0.9983,1.2051,1.4501,1.9304
1.1082,1.2915,1.7567
0.1645,0.7307,1.0563,1.2108,1.4282,1.7375
0.4233,0.7169,1.0058,1.1672,1.2853,1.5256,1.782
0.205,0.6534,0.8978,1.1461,1.2772,1.5647,1.8588
1.1319,1.3268,1.7672
0.0106,0.588,0.9791,1.1527,1.2874,1.5434,1.8518
0.3607,0.8333,1.0989,1.2164,1.4115,1.6776,1.9419
0.2783,0.7194,1.0105,1.1853,1.3439,1.6334,1.9156
0.6973,1.0853,1.2401,1.5111,1.873
1.0035,1.215,1.5712
0.7176,1.1439,1.3032,1.696
0.6576,1.028,1.2032,1.4171,1.7673
0.7173,1.1124,1.291,1.6349
1.1704,1.4863
0.3544,0.8749,1.1376,1.2776,1.5592,1.9185
0.2104,0.6121,0.9042,1.1327,1.2496,1.4929,1.7928
0.5054,0.8928,1.1144,1.2407,1.5106,1.8077
0.3617,0.9181,1.1697,1.3528,1.721
1.0326,1.2334,1.6059
0.6301,1.0686,1.2373,1.5348,1.9029
0.4434,0.9478,1.1531,1.2912,1.5642,1.8678
0.8102,1.1084,1.2585,1.5486,1.9135
0.162,0.6813,1.0045,1.1808,1.3238,1.5894,1.9237
0.7941,1.1367,1.2977,1.6463
0.224,0.707,1.0684,1.2282,1.4699,1.8277
0.1934,0.8368,1.1113,1.2655,1.6121,1.9869
0.3941,0.756,1.0217,1.1689,1.286,1.5013,1.7597
0.0246,0.7896,1.1759,1.3833,1.7853
0.253,0.7075,1.0029,1.1826,1.3446,1.6255,1.8799
0.3112,0.8032,1.0787,1.2311,1.4696,1.7759
0.2793,0.7206,1.0122,1.1872,1.3637,1.6599,1.9405
0.1259,0.4664,0.7159,0.9788,1.1412,1.2516,1.4537,1.7112,1.9255
0.9768,1.1797,1.3424,1.6972
0.9567,1.1869,1.3887,1.7814
0.6445,1.0339,1.2149,1.4431,1.8866
1.0925,1.288,1.6962
0.2785,0.6981,1.0058,1.2045,1.4374,1.7691
0.9446,1.1928,1.4127,1.8324
0.19,0.7688,1.0988,1.2507,1.5326,1.9053,1.9053
0.4122,0.883,1.1438,1.284,1.577,1.8672
0.6146,1.078,1.2386,1.5097,1.9087
0.4581,0.8462,1.0974,1.2212,1.4277,1.6933,1.966
0.907,1.1754,1.3539,1.8023
0.5293,0.9544,1.1787,1.3621,1.7343
0.3588,0.8558,1.1385,1.2896,1.5932,1.925
0.8519,1.1446,1.2743,1.5932,1.9958
1.1698,1.4254
0.6461,1.0223,1.1968,1.3702,1.6869
0.0252,0.6403,1.0255,1.2177,1.4982,1.8783
0.4236,0.8709,1.1349,1.2537,1.506,1.8448
0.8412,1.0855,1.235,1.5084,1.869
0.6465,1.0494,1.2188,1.4614,1.821
0.562,0.9787,1.1831,1.3511,1.665,1.9845
0.2672,0.7362,1.1006,1.2473,1.5158,1.8872
0.5232,0.8926,1.1191,1.2374,1.4673,1.8245
1.1783,1.4528,1.9706
0.6843,1.0671,1.2382,1.5458,1.9178
0.3572,0.7824,1.092,1.2282,1.4746,1.7539
0.4147,0.7191,0.9766,1.1607,1.27,1.478,1.7644,1.7644
0.2057,0.6018,0.8437,1.0986,1.2232,1.4138,1.7006,1.9478
0.0647,0.636,1.0071,1.1993,1.4311,1.7669
0.9572,1.1794,1.3561,1.7198
0.2547,0.6296,0.9326,1.1306,1.2388,1.449,1.692,1.9793
1.0533,1.249,1.5746
0.5998,0.9895,1.1767,1.3458,1.6382,1.9502
0.3214,0.6608,0.903,1.1161,1.2298,1.4453,1.6969,1.9511
1.1962,1.5177
0.0273,0.5838,0.9551,1.1707,1.3426,1.6464,1.9542
0.3409,0.7031,0.9577,1.1469,1.2638,1.4916,1.7625
0.0983,0.7756,1.1188,1.2631,1.5769,1.9893
0.1629,0.7085,1.0296,1.2087,1.4337,1.7767
0.9979,1.2074,1.4488,1.9196
0.4014,0.8281,1.108,1.2488,1.5157,1.8609
1.0123,1.209,1.4491,1.8727
0.0013,1.0305,1.2205,1.5029,1.9417,1.9417
0.0185,0.6618,1.0027,1.1727,1.3205,1.5953,1.9096
1.1637,1.4247,1.9206
0.5079,0.9215,1.1502,1.2871,1.5788,1.9059
0.1621,0.7905,1.1075,1.24,1.5052,1.8327,1.8327
0.4389,0.872,1.1308,1.2569,1.4954,1.8313
0.4595,0.8716,1.1221,1.2535,1.5075,1.8133
1.1657,1.3707,1.956
0.5863,1.1413,1.304,1.6749
0.3793,0.8129,1.0338,1.1916,1.3498,1.638,1.9195
0.3736,0.9584,1.179,1.363,1.7304
0.6671,1.1433,1.3408,1.7674
0.75,1.1441,1.3147,1.7206,1.7206
0.8552,1.2106,1.6512
1.0634,1.2368,1.5723
0.8291,1.1364,1.2831,1.5883,1.9657
0.0269,0.6401,0.9414,1.15,1.2721,1.571,1.8619,1.8619
0.2957,0.9432,1.1881,1.4314,1.8011
0.3625,0.7375,1.0219,1.1823,1.3272,1.5928,1.8946
1.1174,1.2882,1.6825
0.3822,0.6908,0.9859,1.1487,1.2559,1.4461,1.713,1.9549
0.4089,0.857,1.1447,1.2915,1.6059,1.9674
0.3493,0.6955,1.0051,1.1765,1.3225,1.5863,1.8846
0.5156,0.9615,1.1744,1.3539,1.7085
0.6807,1.1078,1.2578,1.5554,1.93,
0.6583,1.0215,1.1953,1.3697,1.6836,1.9838
0.8352,1.1416,1.3087,1.6671
0.4252,1.02,1.2045,1.4228,1.941,1.941
0.0811,0.858,1.1618,1.3444,1.7003
0.8417,1.1595,1.3537,1.7571
0.359,0.7663,1.0251,1.17,1.3076,1.5681,1.8279,1.8279
0.8558,1.1633,1.323,1.6923
0.5115,0.9303,1.1676,1.3106,1.5808,1.9189
0.8691,1.1602,1.3368,1.738
0.4987,0.8595,1.1116,1.2463,1.5243,1.8336
0.9016,1.1672,1.3654,1.7543
0.7855,1.1064,1.2562,1.5639,1.9646
0.9396,1.207,1.4584,1.8933
0.0296,0.6538,1.02,1.1955,1.3786,1.6818,1.6818
0.2805,0.6925,0.9912,1.1634,1.2782,1.5319,1.8291
0.3498,0.7301,0.9916,1.1576,1.2717,1.5069,1.7596,1.9992
1.091,1.2608,1.603
0.426,0.8933,1.1913,1.4048,1.7831
0.8946,1.1933,1.4226,1.8118
0.828,1.1115,1.2635,1.5835,1.9811
0.2921,0.697,1.0106,1.1747,1.3071,1.5617,1.8483
0.4794,0.9977,1.1844,1.3523,1.6629
0.3999,0.8346,1.0769,1.2242,1.4427,1.7583
0.7346,1.1493,1.3159,1.6691
0.5836,1.1056,1.2791,1.6367
0.0401,0.6504,1.0298,1.1959,1.3775,1.7477
0.5904,0.9466,1.1684,1.3098,1.5784,1.9099
0.8915,1.1795,1.3807,1.7641
1.1442,1.3413,1.9155
0.3562,0.8331,1.0867,1.2271,1.4479,1.7457
0.244,0.6151,0.9062,1.1264,1.2354,1.4345,1.7329,1.9761
0.8699,1.1771,1.4248,1.8756
0.2905,0.7384,1.1014,1.245,1.5328,1.8708
0.6408,1.008,1.1767,1.334,1.5942,1.9263
0.8876,1.1699,1.3456,1.6867
0.8631,1.1775,1.4176,1.8938
0.6796,1.1394,1.3036,1.6996
0.3648,0.8309,1.1126,1.2459,1.4912,1.8268
1.2219
1.0931,1.2613,1.6568
0.8247,1.1617,1.3304,1.6689
0.7328,1.1054,1.2501,1.5187,1.9166
0.0458,0.6606,0.9755,1.1751,1.3169,1.5765,1.8931
0.0036,0.5203,0.8868,1.1392,1.2786,1.5529,1.9042
0.6593,1.1679,1.3921,1.853
0.5066,0.9222,1.1729,1.3656,1.7418
0.3603,0.859,1.0903,1.2246,1.4415,1.7646
0.5894,1.0349,1.2233,1.5009,1.9082
0.3796,0.953,1.175,1.3459,1.6973
0.4217,0.9144,1.1662,1.3238,1.6404,1.9584
0.3342,0.7904,1.0767,1.2106,1.4152,1.7335
0.0152,0.8592,1.1602,1.3299,1.6661
1.0921,1.2544,1.5988
0.5289,0.9484,1.1705,1.3356,1.6649,1.9523
0.2738,0.6941,1.0051,1.1715,1.3004,1.5584,1.8608
0.9642,1.1974,1.4239,1.8937
1.0414,1.2577,1.6432
1.1541,1.4208
0.6406,1.0294,1.2001,1.4146,1.7781
1.0272,1.2218,1.5362
0.8105,1.1222,1.289,1.6327
0.3752,0.7288,1.056,1.2107,1.4226,1.7153,1.9749
0.3092,0.7142,1.0355,1.2017,1.4067,1.6901
0.1676,0.6903,1.0253,1.1813,1.3426,1.6315,1.9256
0.7036,1.0958,1.2544,1.5198,1.8799
1.0003,1.2236,1.5174,1.9228
0.3594,0.8649,1.1395,1.2668,1.5404,1.8614
1.0046,1.211,1.5084,1.9229
1.0059,1.2011,1.4017,1.8022
0.6903,1.0803,1.2534,1.5841,1.9451
0.3192,0.7033,1.033,1.2071,1.4238,1.728
0.4481,0.8904,1.1395,1.2633,1.5446,1.863
1.084,1.2577,1.6481
0.2447,0.6393,1.0165,1.1801,1.3354,1.5978,1.92,
0.6976,1.0406,1.2143,1.4251,1.78,
0.8419,1.1483,1.3233,1.6738
1.0236,1.2406,1.664
1.1581,1.354,1.8071
0.6644,1.0989,1.2545,1.5832
1.0111,1.2177,1.593
0.8568,1.1428,1.2864,1.6503
0.8394,1.1489,1.3088,1.6017,1.9863
0.2284,0.6533,0.9493,1.1458,1.2625,1.4912,1.7746
0.775,1.1336,1.2906,1.598
0.4966,0.8745,1.1059,1.2346,1.4645,1.7554
0.4587,1.1426,1.4263,1.8861
0.4048,0.76,1.0228,1.1819,1.3194,1.6025,1.8659,1.8659
0.4376,0.815,1.0668,1.2067,1.3911,1.6694,1.9335
0.5062,0.9433,1.1554,1.2837,1.5484,1.9042
0.0448,0.6544,1.0018,1.174,1.3417,1.6835,1.9803
0.524,0.9822,1.1898,1.3835,1.7536
0.8555,1.1749,1.3645,1.7901
0.8863,1.1558,1.3122,1.6397
1.0003,1.1963,1.4568,1.9062
0.3622,0.859,1.1255,1.2741,1.5586,1.8935
0.3063,0.8401,1.0808,1.2299,1.4766,1.7798
1.2004,1.6858
0.33,0.8434,1.0984,1.2362,1.4703,1.8095,1.8095
0.2804,0.8269,1.0998,1.2273,1.4328,1.7524
0.3932,0.8294,1.0537,1.2037,1.3728,1.6615,1.9228
0.0205,0.6019,1.0333,1.2032,1.4244,1.7614
0.2646,0.7155,1.0347,1.1771,1.3144,1.5502,1.8765
0.9861,1.2004,1.449,1.8763
0.0753,0.645,0.9806,1.1827,1.3731,1.6902,1.9739
1.0842,1.293,1.7206
0.3573,0.8699,1.1428,1.2945,1.5862,1.9277
0.0231,0.8407,1.1698,1.354,1.7252
0.5615,0.9765,1.1844,1.3495,1.7052
0.9868,1.1793,1.3479,1.766
0.8623,1.1581,1.3213,1.7171
0.8648,1.1898,1.4747,1.8907
0.262,0.6555,0.9442,1.1183,1.2351,1.4192,1.6699,1.9292
1.0311,1.2177,1.4815,1.8948
0.6477,1.038,1.2139,1.4514,1.8616
0.4021,0.7601,1.0602,1.2099,1.4173,1.7133
1.1406,1.3156,1.7665
0.3138,0.8348,1.0998,1.2347,1.4616,1.7963
0.6149,1.0813,1.2313,1.4737,1.8992
0.7003,1.0865,1.2463,1.5652,1.9203
0.6418,1.0131,1.1902,1.3798,1.7371
0.3623,0.7974,1.1145,1.2513,1.5728,1.8958
0.7686,1.0617,1.2167,1.4263,1.7495
1.1182,1.3003,1.9001
0.1421,0.5893,0.9177,1.1495,1.2914,1.5806,1.9064
0.1103,0.7765,1.0378,1.1939,1.3838,1.7213
0.0656,0.5345,0.9844,1.1781,1.3328,1.6349,1.9818
0.3004,0.7805,1.0855,1.2378,1.4761,1.8233
0.2085,0.6574,0.9923,1.1764,1.3397,1.6384,1.9282
0.3059,0.9448,1.1859,1.3956,1.7939
0.6578,1.0154,1.1918,1.3648,1.7003
0.3812,0.8243,1.0638,1.207,1.4161,1.6956,1.9837
0.5111,0.9624,1.1767,1.3234,1.6405
0.4863,0.9779,1.1841,1.3497,1.6966
0.6446,1.0629,1.2216,1.4625,1.7814
0.5199,0.9095,1.1414,1.2769,1.5875,1.8847
0.2439,1.0141,1.2207,1.4959,1.9047
0.8493,1.1622,1.3476,1.6826
1.1081,1.2913,1.7121
0.693,1.1373,1.308,1.6762
0.4626,0.9533,1.1775,1.3623,1.6451,1.9943
0.5286,1.0065,1.195,1.3486,1.6538,1.9777
0.1443,0.7516,1.0725,1.2322,1.4914,1.8733
0.373,0.8328,1.1358,1.2951,1.5962,1.9188
0.201,0.7922,1.0908,1.2422,1.5513,1.9293
0.3161,0.8453,1.1274,1.2672,1.5312,1.8882
0.1915,0.8797,1.1436,1.3026,1.6563
0.4032,0.9572,1.1686,1.3215,1.6664
0.0702,1.19,1.5588,1.5588
0.2279,0.6975,1.0387,1.1983,1.402,1.6947
0.8279,1.12,1.2677,1.5963,1.9261,1.9261
0.5264,0.9969,1.1908,1.3875,1.7654
0.5122,0.8818,1.116,1.2475,1.4938,1.8356
0.6496,0.9304,1.1466,1.2657,1.5219,1.8469
0.8296,1.1419,1.2889,1.6407
0.6978,1.058,1.2223,1.4473,1.838
0.2546,0.683,1.0405,1.213,1.4299,1.7535
0.6191,1.0943,1.2502,1.5527,1.9211
1.076,1.2466,1.6345
0.3134,0.8572,1.1328,1.272,1.5208,1.9055
0.1644,0.5175,0.7772,0.9994,1.1393,1.2334,1.4067,1.6413,1.8921
0.0835,0.6405,0.9793,1.1761,1.333,1.6162,1.9078
0.8246,1.1777,1.4406,1.8664
0.1084,0.6267,0.994,1.1927,1.392,1.736
0.583,0.981,1.1867,1.396,1.7888
0.8295,1.1643,1.3682,1.7503
0.4079,0.8934,1.1405,1.2833,1.5739,1.9182
0.4209,0.8559,1.1123,1.235,1.4356,1.7365
0.1701,0.7013,1.0069,1.1735,1.3122,1.5808,1.8906
0.667,1.0763,1.2339,1.5135,1.8914
1.1437,1.3465,1.926
0.5054,0.8745,1.1178,1.2595,1.5489,1.8624
0.3305,0.9269,1.1897,1.4273,1.7879
0.2001,0.7968,1.0942,1.2492,1.5373,1.8712
0.4297,0.9022,1.1471,1.2858,1.5488,1.878
0.2258,0.943,1.1966,1.4178,1.8617
1.0319,1.2188,1.4861,1.9299
0.0809,0.6037,0.8734,1.1161,1.2366,1.4444,1.7571
0.5234,0.8811,1.1399,1.2806,1.574,1.8734
0.8551,1.1695,1.3542,1.7627
0.8913,1.1781,1.4148,1.8523
0.7407,1.1048,1.2577,1.5553,1.9086
0.5704,0.9867,1.1774,1.3432,1.6414
0.1689,0.8181,1.0978,1.2376,1.4839,1.866
0.145,0.9034,1.1652,1.337,1.6468
0.7523,1.1527,1.3271,1.6967
0.6568,1.0282,1.2138,1.4363,1.8188
1.011,1.2239,1.5458,1.9741
0.5213,0.9569,1.1947,1.4354,1.8146
0.3633,0.7861,1.072,1.2207,1.4325,1.713
0.3466,0.9296,1.173,1.3534,1.7107
0.2175,0.8122,1.0798,1.2147,1.388,1.704
0.6937,1.1276,1.2658,1.6055
0.639,1.0912,1.2707,1.5839,1.9464
0.4044,0.8332,1.088,1.2183,1.4139,1.708,1.9996
1.1457,1.3695,1.8921
0.1448,0.5571,0.8725,1.0887,1.3535,1.5902,1.8656,1.5902,1.8656
0.1591,0.7133,1.0303,1.1971,1.3799,1.7102
0.3877,0.7614,1.0253,1.1794,1.3198,1.5809,1.863
0.9257,1.1958,1.4639,1.9506
0.746,1.1301,1.2803,1.6027
0.0893,0.5982,0.8674,1.0634,1.1967,1.3445,1.5604,1.8455
0.4016,0.9077,1.172,1.3572,1.7268
0.8419,1.1455,1.3623,1.8053
1.1796,1.5455
0.2516,0.6452,0.9005,1.1087,1.2193,1.4128,1.6639,1.9134
0.3565,0.8349,1.0953,1.2174,1.4187,1.6957,1.9993
0.7406,1.1046,1.2451,1.5355,1.9231
0.0173,0.8691,1.1865,1.4165,1.844
0.9679,1.1998,1.4159,1.8448
1.0059,1.1982,1.4228,1.8424
1.0319,1.2371,1.608
0.1431,0.6385,0.9478,1.1377,1.2493,1.4832,1.7721
0.4917,1.0319,1.2209,1.5199,1.9354
0.6203,1.0105,1.2107,1.4416,1.8699
0.4091,0.8671,1.1344,1.2865,1.5652,1.9174
0.0305,0.4507,0.8128,1.0274,1.186,1.3301,1.595,1.8847
0.8956,1.1909,1.4181,1.903
0.8719,1.1651,1.356,1.7733
0.4332,0.85,1.1115,1.2342,1.4427,1.7532,1.7532
0.1927,0.6344,0.9125,1.1422,1.2779,1.5346,1.8394
0.1437,0.8135,1.0873,1.239,1.5098,1.8842
0.066,0.7024,1.0992,1.2454,1.5065,1.8597
0.3099,0.8892,1.1834,1.3808,1.7646
0.743,1.12,1.2696,1.5652,1.9411,1.9411
0.5123,0.8567,1.1479,1.3021,1.5851,1.9279
0.6036,1.029,1.2136,1.4467,1.8586
0.4486,1.0049,1.1924,1.3677,1.6927
0.8395,1.1464,1.3068,1.6538
1.0685,1.248,1.5937
1.1505,1.3525,1.9017
0.3949,0.8614,1.1394,1.2795,1.5586,1.9234
0.8724,1.1684,1.3502,1.7101
0.3603,0.8416,1.1411,1.2824,1.6055,1.9821
0.0852,0.6822,1.0255,1.198,1.3918,1.6968
0.9781,1.2189,1.5019,1.9042
0.1639,1.0782,1.2496,1.6122
0.0286,0.6643,1.0238,1.2007,1.4008,1.6953
1.1094,1.2729,1.6403
0.3806,0.8373,1.1093,1.2389,1.4936,1.7828
0.8346,1.135,1.2597,1.5554,1.9279
0.0781,1.0022,1.2011,1.4233,1.8139
1.055,1.2458,1.5936
0.5638,0.8657,1.1128,1.2476,1.5034,1.8624
0.2731,0.9443,1.1791,1.348,1.6873
0.3729,0.8221,1.0916,1.2361,1.4655,1.7941
0.6613,1.0608,1.2198,1.4532,1.7843
0.0934,0.7046,1.0722,1.2324,1.4736,1.8356
1.0792,1.2476,1.5972
0.083,0.6454,0.988,1.1723,1.3139,1.5914,1.8987
0.7142,1.1431,1.3196,1.7349
0.1461,0.8018,1.1329,1.29,1.6887,1.6887
1.0878,1.2693,1.7754
0.3909,0.802,1.0622,1.2004,1.3667,1.6642,1.9212
0.3529,0.8288,1.1068,1.2403,1.454,1.7861
0.0657,0.5159,0.8865,1.1092,1.2278,1.422,1.7127,1.9809
0.525,1.0331,1.2113,1.4447,1.8419
1.1743,1.4057
0.4032,0.723,1.0121,1.1866,1.3573,1.6579,1.9576
0.046,0.643,1.0425,1.2237,1.491,1.8604
1.0072,1.2021,1.4162,1.8418
0.3646,0.7324,0.9967,1.1719,1.3027,1.5492,1.8424
0.2075,0.6362,0.9549,1.1594,1.2973,1.5336,1.8147
0.6007,1.0151,1.1998,1.4149,1.74,
0.3597,0.8421,1.1154,1.2378,1.4632,1.753
0.5009,0.9152,1.1544,1.298,1.5893,1.9687
1.149,1.3288,1.7391
0.9615,1.209,1.5147,1.9774
0.3739,0.6742,1.0225,1.1704,1.3164,1.5592,1.8486
0.2159,0.6723,1.023,1.1762,1.316,1.553,1.855
0.3076,0.8749,1.1632,1.3212,1.6586
0.5007,0.9854,1.1915,1.4011,1.7751
0.5541,0.9952,1.1895,1.3492,1.647,1.9852
0.9132,1.1827,1.4076,1.8264
0.5258,0.9492,1.1772,1.3576,1.6834
0.3908,0.8026,1.1013,1.238,1.4937,1.8743
0.4637,0.9484,1.1814,1.3575,1.7147
0.3341,0.832,1.0896,1.2193,1.4202,1.7099
0.1446,0.6304,0.9962,1.1778,1.3447,1.6628,1.9773
0.1888,0.8279,1.1295,1.2838,1.6172
0.4007,0.8488,1.1458,1.3266,1.5892,1.9581
0.027,1.1691,1.3945,1.9271
0.4498,0.8586,1.1199,1.237,1.4602,1.7896
0.4561,0.8695,1.1052,1.2312,1.4486,1.7308
0.6623,1.068,1.238,1.525,1.9081
0.4468,0.8408,1.0941,1.2226,1.4156,1.7197,1.9982
1.1285,1.3439
0.1374,0.5688,0.9684,1.1721,1.3259,1.6077,1.9113
1.1464,1.3693,1.9086
