0.3411,0.7793,1.2175,1.6557
0.3344,0.7726,1.2108,1.6491
0.3382,0.7764,1.2146,1.6529
0.2866,0.7248,1.163,1.6012
0.1169,0.5551,0.9933,1.4315,1.8697
0.2603,0.6985,1.1367,1.5749
0.2451,0.6833,1.1215,1.5598,1.9981
0.2584,0.6966,1.1348,1.573
0.3021,0.7403,1.1785,1.6168
0.2484,0.6866,1.1248,1.563
0.0374,0.4756,0.9138,1.352,1.7903
0.3294,0.7676,1.2058,1.644
0.0236,0.4618,1.3382,1.7764,1.3382,1.7764
0.215,0.6532,1.0914,1.5297,1.9679
0.0835,0.5217,0.9599,1.3981,1.8364
0.171,0.6092,1.0474,1.4857,1.9239
0.1314,0.5696,1.0078,1.446,1.8843
0.3032,0.7414,1.1796,1.6178
0.1965,0.6347,1.0729,1.5111,1.9494
0.1295,0.5677,1.0059,1.4441,1.8824
0.2649,0.7031,1.1413,1.5795
0.0049,0.4432,0.8814,1.3196,1.7579
0.1952,0.6334,1.0716,1.5099,1.9481
0.1905,0.6287,1.0669,1.5051,1.9434
0.182,0.6202,1.0585,1.4967,1.935
0.0419,0.4801,0.9183,1.3565,1.7947
0.3268,0.765,1.2032,1.6414
0.3618,1.2382,1.6764,1.2382,1.6764
0.3115,0.7497,1.1879,1.6261
0.356,0.7942,1.2324,1.6707
0.2478,0.686,1.1242,1.5625
0.2712,0.7094,1.1476,1.5858
0.1228,0.561,0.9992,1.4375,1.8757
0.2462,0.6844,1.1226,1.5608,1.999
0.2056,0.6438,1.082,1.5203,1.9585
0.3017,0.7399,1.1781,1.6164
0.1169,0.5551,0.9933,1.4315,1.8697
0.3303,0.7685,1.2067,1.645
0.126,0.5642,1.0024,1.4406,1.8789
0.3213,0.7595,1.1977,1.6359
0.0575,0.4957,0.9339,1.3721,1.8104
0.1859,0.6241,1.0623,1.5005,1.9388
0.1399,0.5781,1.0163,1.4545,1.8928
0.1544,0.5926,1.0308,1.469,1.9073
0.1373,0.5755,1.0137,1.4519,1.8901
0.3556,0.7938,1.232,1.6702
0.1261,0.5643,1.0025,1.4407,1.879
0.2005,0.6387,1.0769,1.5151,1.9534
0.0602,0.4984,0.9366,1.3748,1.813
0.1721,0.6103,1.0485,1.4867,1.925
0.0052,0.4435,0.8817,1.3199,1.7582
0.3401,0.7783,1.2165,1.6548
0.3312,0.7694,1.2076,1.6458
0.2097,0.6479,1.0861,1.5244,1.9626
0.335,0.7732,1.2114,1.6496
0.3286,0.7668,1.205,1.6433
0.3402,0.7784,1.2166,1.6549
0.2712,0.7094,1.1476,1.5858
0.2747,0.7129,1.1512,1.5894
0.3257,0.7639,1.2021,1.6404
0.0325,0.4707,0.9089,1.3471,1.7853
0.3146,0.7528,1.191,1.6293
0.1518,0.59,1.0282,1.4664,1.9047,1.9047
0.3539,0.7921,1.2303,1.6685
0.2683,0.7065,1.1447,1.5829
0.3148,0.753,1.1912,1.6294
0.226,0.6642,1.1024,1.5406,1.9788
0.3576,0.7958,1.234,1.6722
0.1004,0.5386,0.9768,1.415,1.8532
0.3186,0.7568,1.195,1.6333
0.2442,0.6824,1.1206,1.5588,1.9971
0.279,0.7172,1.1554,1.5936
0.1828,0.621,1.0592,1.4975,1.9357
0.0423,0.4805,0.9187,1.3569,1.7951
0.3479,0.7861,1.2243,1.6626
0.0164,0.4546,0.8928,1.331,1.7692
0.2829,0.7211,1.1593,1.5975
0.1928,0.631,1.0692,1.5075,1.9457
0.1192,0.5574,0.9956,1.4338,1.872
0.1657,0.6039,1.0421,1.4803,1.9186
0.1927,0.6309,1.0691,1.5074,1.9457
0.0847,0.5229,0.9611,1.3993,1.8375
0.1439,0.5821,1.0203,1.4585,1.8968
0.202,0.6402,1.0784,1.5166,1.9549
0.2909,0.7291,1.1673,1.6055
0.0581,0.4964,0.9346,1.3728,1.811
0.2572,0.6955,1.1337,1.572
0.3267,0.7649,1.2031,1.6414
0.1051,0.5433,0.9815,1.4197,1.8579
0.2666,0.7048,1.143,1.5812
0.2949,0.7331,1.1713,1.6095
0.3003,0.7385,1.1767,1.615
0.3547,0.7929,1.2311,1.6694
0.0405,0.4787,0.9169,1.3551,1.7933
0.2954,0.7336,1.1718,1.61,
0.0197,0.458,0.8962,1.3344,1.7726
0.1192,0.5574,0.9956,1.4338,1.872
0.3172,0.7554,1.1936,1.6318
0.3439,0.7821,1.2203,1.6586
0.3021,0.7403,1.1785,1.6168
0.2939,0.7321,1.1703,1.6086
0.2825,0.7207,1.1589,1.5971
0.3386,0.7768,1.215,1.6533
0.1025,0.5407,0.9789,1.4171,1.8553
0.0385,0.4767,0.9149,1.3531,1.7913
0.2607,0.6989,1.1371,1.5753
0.2025,0.6407,1.0789,1.5171,1.9554
0.2583,0.6965,1.1347,1.5729
0.1758,0.614,1.0522,1.4904,1.9287
0.1808,0.619,1.0572,1.4955,1.9337
0.1064,0.5446,0.9828,1.421,1.8592
0.3451,0.7833,1.2215,1.6597
0.0776,0.5158,0.954,1.3922,1.8305
0.27,0.7082,1.1464,1.5847,1.5847
0.239,0.6772,1.1154,1.5536,1.9919
0.2452,0.6834,1.1216,1.5599,1.9981
0.3237,0.762,1.2002,1.6385
0.0172,0.4554,0.8936,1.3318,1.7701
0.3049,0.7431,1.1813,1.6195
0.0542,0.4924,0.9306,1.3688,1.807
0.1741,0.6123,1.0505,1.4887,1.927
0.0264,0.4646,0.9028,1.341,1.7792
0.0764,0.5146,0.9528,1.391,1.8292
0.0753,0.5135,0.9517,1.3899,1.8282
0.3588,0.797,1.2352,1.6735
0.1545,0.5927,1.0309,1.4692,1.9074
0.2371,0.6753,1.1135,1.5518,1.99,
0.1734,0.6116,1.0498,1.4881,1.9263
0.3243,0.7625,1.2007,1.639
0.3567,0.7949,1.2331,1.6714
0.2738,0.712,1.1502,1.5885
0.2675,0.7057,1.1439,1.5822
0.1305,0.5687,1.0069,1.4452,1.8834
0.2278,0.666,1.1042,1.5425,1.9807
0.1992,0.6374,1.0756,1.5139,1.9521
0.3053,0.7435,1.1817,1.6199
0.1508,0.589,1.0272,1.4655,1.9037
0.0829,0.5211,0.9593,1.3975,1.8357
0.0343,0.4725,0.9107,1.3489,1.7871
0.2118,0.65,1.0882,1.5265,1.9647,1.9647
0.2971,0.7353,1.1735,1.6117
0.0684,0.5066,0.9448,1.383,1.8212
0.0319,0.4702,0.9084,1.3466,1.7848
0.2679,0.7061,1.1443,1.5826
0.0394,0.4776,0.9158,1.354,1.7923
0.1557,0.5939,1.0321,1.4703,1.9086
0.3606,0.7988,1.237,1.6753
0.1197,0.5579,0.9961,1.4343,1.8726
0.1742,0.6125,1.0507,1.4889,1.9272
0.2559,0.6941,1.1323,1.5706
0.049,0.4872,0.9254,1.3636,1.8019
0.1232,0.5614,0.9996,1.4378,1.876
0.3464,0.7846,1.2228,1.6611
0.1043,0.5425,0.9807,1.4189,1.8571
0.3161,0.7543,1.1925,1.6308
0.3095,0.7477,1.1859,1.6241
0.3139,0.7521,1.1903,1.6286
0.1187,0.5569,0.9951,1.4333,1.8715
0.1499,0.5881,1.0263,1.4645,1.9028
0.1662,0.6044,1.0426,1.4808,1.9191
0.1142,0.5524,0.9906,1.4288,1.8671
0.0432,0.4814,0.9197,1.3579,1.7962
0.2392,0.6774,1.1156,1.5539,1.9921
0.2856,0.7238,1.162,1.6003
0.2721,0.7103,1.1485,1.5868
0.3275,0.7657,1.2039,1.6421
0.2613,0.6995,1.1377,1.576
0.2921,0.7303,1.1685,1.6068
0.0331,0.4714,0.9096,1.3478,1.7861
0.0813,0.5195,0.9577,1.3959,1.8342
0.0855,0.5237,0.9619,1.4001,1.8384
0.1091,0.5473,0.9855,1.4237,1.8619
0.1158,0.554,0.9922,1.4304,1.8687
0.1387,0.5769,1.0151,1.4534,1.8916
0.2975,0.7357,1.1739,1.6122
0.3063,0.7445,1.1827,1.621
0.1791,0.6173,1.0555,1.4938,1.932
0.2988,0.737,1.1752,1.6134
0.0362,0.4744,0.9126,1.3508,1.789
0.2699,0.7081,1.1463,1.5846
0.2717,0.7099,1.1481,1.5864
0.1257,0.5639,1.0021,1.4403,1.8786
0.0303,0.4685,0.9067,1.3449,1.7831
0.1593,0.5975,1.0357,1.474,1.9122
0.2647,0.7029,1.1411,1.5793
0.3015,0.7397,1.1779,1.6161
0.1347,0.5729,1.0111,1.4494,1.8876
0.2857,0.7239,1.1621,1.6004
0.1758,0.614,1.0522,1.4904,1.9287
0.1994,0.6376,1.0758,1.5141,1.9523
0.246,0.6842,1.1224,1.5607,1.9989
0.3573,0.7955,1.2337,1.6719
0.0754,0.5136,0.9518,1.39,1.8283,1.8283
0.3023,0.7405,1.1787,1.617
0.2993,0.7375,1.1757,1.6139
0.0347,0.4729,0.9111,1.3493,1.7876
0.2279,0.6661,1.1043,1.5426,1.9808
0.2929,0.7311,1.1693,1.6075
0.061,0.4993,0.9375,1.3757,1.814
0.2636,0.7018,1.14,1.5783,1.5783
0.282,0.7202,1.1584,1.5967
0.107,0.5453,0.9835,1.4217,1.8599
0.1845,0.6227,1.0609,1.4991,1.9374
0.1519,0.5901,1.0283,1.4665,1.9048
0.3566,0.7948,1.233,1.6713
0.1406,0.5788,1.017,1.4553,1.8935
0.2837,0.7219,1.1601,1.5984
0.2248,0.663,1.1012,1.5394,1.9777
0.1998,0.638,1.0762,1.5144,1.9526
0.1344,0.5726,1.0108,1.4491,1.8873
0.2089,0.6471,1.0853,1.5236,1.9618
0.3122,0.7504,1.1886,1.6269
0.2371,0.6753,1.1135,1.5518,1.99,
0.3641,0.8023,1.2405,1.6788
0.3315,0.7697,1.2079,1.6461
0.2956,0.7338,1.172,1.6103
0.1513,0.5895,1.0277,1.466,1.9042
0.216,0.6542,1.0924,1.5306,1.9689
0.064,0.5022,0.9404,1.3786,1.8168
0.2648,0.703,1.1412,1.5794
0.0724,0.5106,0.9488,1.387,1.8252
0.3374,0.7756,1.2138,1.652
0.0831,0.5213,0.9595,1.3977,1.836
0.2326,0.6708,1.109,1.5472,1.9855
0.1501,0.5883,1.0265,1.4647,1.903
0.2682,0.7064,1.1446,1.5829
0.2424,0.6806,1.1188,1.557,1.9953
0.1892,0.6274,1.0656,1.5039,1.9421
0.2781,0.7163,1.1545,1.5928
0.2123,0.6505,1.0887,1.5269,1.9652
0.0814,0.5196,0.9578,1.396,1.8343
0.1291,0.5673,1.0055,1.4438,1.882
0.2624,0.7006,1.1388,1.577
0.0159,0.4541,0.8923,1.3305,1.7687
0.2719,0.7101,1.1483,1.5866
0.1453,0.5835,1.0217,1.46,1.8982,1.8982
0.2023,0.6405,1.0787,1.5169,1.9552
0.3637,0.8019,1.2401,1.6783
0.0787,0.5169,0.9551,1.3933,1.8315
0.2946,0.7328,1.171,1.6092
0.2022,0.6404,1.0786,1.5168,1.9551
0.32,0.7582,1.1964,1.6347,1.6347
0.2415,0.6797,1.1179,1.5562,1.9944
0.1352,0.5734,1.0116,1.4499,1.8881
0.1896,0.6278,1.066,1.5043,1.9425
0.1841,0.6223,1.0605,1.4987,1.937
0.2825,0.7207,1.1589,1.5971
0.0679,0.5061,0.9443,1.3825,1.8207
0.3184,0.7566,1.1948,1.6331
0.167,0.6052,1.0434,1.4817,1.9199
0.3505,0.7887,1.2269,1.6652
0.352,0.7902,1.2284,1.6667
0.2302,0.6684,1.1066,1.5448,1.9831
0.0839,0.5221,0.9603,1.3985,1.8368
0.2382,0.6764,1.1146,1.5528,1.9911
0.1278,0.566,1.0042,1.4424,1.8807
0.1835,0.6217,1.0599,1.4982,1.9364
0.1886,0.6268,1.065,1.5032,1.9415
0.3109,0.7491,1.1873,1.6255
0.2375,0.6757,1.1139,1.5522,1.9904
0.2965,0.7348,1.173,1.6112
0.3338,0.772,1.2102,1.6485
0.3199,0.7581,1.1963,1.6346
0.0534,0.4916,0.9298,1.368,1.8063
0.1841,0.6223,1.0605,1.4987,1.937
0.1067,0.5449,0.9831,1.4213,1.8595
0.2359,0.6741,1.1123,1.5506,1.9888
0.1299,0.5681,1.0063,1.4445,1.8828
0.3616,0.7998,1.238,1.6762
0.0717,0.5099,0.9481,1.3863,1.8246
0.161,0.5992,1.0374,1.4757,1.9139
0.3319,0.7701,1.2083,1.6466
0.1847,0.6229,1.0611,1.4994,1.9376
0.1203,0.5585,0.9967,1.4349,1.8731
0.0733,0.5115,0.9497,1.3879,1.8262
0.2669,0.7051,1.1433,1.5815
0.1627,0.6009,1.0391,1.4774,1.9156
0.0844,0.5226,0.9608,1.399,1.8372
0.1876,0.6258,1.064,1.5023,1.9405
0.306,0.7442,1.1824,1.6207
0.1138,0.5521,0.9903,1.4285,1.8668
0.2883,0.7265,1.1647,1.603
0.2896,0.7278,1.166,1.6043
0.0354,0.4736,0.9118,1.35,1.7883,1.7883
0.1742,0.6125,1.0507,1.4889,1.9272
0.2444,0.6826,1.1208,1.559,1.9973
0.3544,0.7926,1.2308,1.6691
0.15,0.5882,1.0264,1.4646,1.9029,1.9029
0.1941,0.6324,1.0706,1.5088,1.9471
0.2582,0.6964,1.1346,1.5728
0.1737,0.6119,1.0501,1.4883,1.9266
0.1432,0.5814,1.0196,1.4579,1.8961
0.0761,0.5143,0.9525,1.3907,1.8289
0.2604,0.6986,1.1368,1.575
0.3572,0.7954,1.2336,1.6718
0.0149,0.4531,0.8913,1.3295,1.7678
0.2884,0.7266,1.1648,1.6031
0.2637,0.7019,1.1401,1.5784
0.2669,0.7051,1.1433,1.5815
0.3389,0.7771,1.2153,1.6535
0.165,0.6032,1.0414,1.4797,1.9179
0.2097,0.6479,1.0861,1.5244,1.9626
0.3092,0.7474,1.1856,1.6238
0.2434,0.6816,1.1198,1.5581,1.9963
0.3383,0.7765,1.2147,1.653
0.2907,0.7289,1.1671,1.6053
0.2657,0.7039,1.1421,1.5804
0.0506,0.4888,0.927,1.3652,1.8034
0.2753,0.7135,1.1517,1.5899
0.258,0.6962,1.1344,1.5727
0.0755,0.5137,0.9519,1.3901,1.8284
0.1576,0.5958,1.034,1.4722,1.9105
0.321,0.7592,1.1974,1.6356
0.2196,0.6578,1.096,1.5343,1.9725
0.3391,0.7773,1.2155,1.6537
0.0691,0.5073,0.9455,1.3837,1.822
0.3032,0.7414,1.1796,1.6178
0.168,0.6062,1.0444,1.4826,1.9209
0.3499,0.7882,1.2264,1.6647
0.3225,0.7607,1.1989,1.6372
0.3457,0.7839,1.2221,1.6603
0.1936,0.6318,1.07,1.5083,1.9465,1.9465
0.1159,0.5541,0.9923,1.4305,1.8688
0.1672,0.6054,1.0436,1.4819,1.9201
0.0305,0.4688,0.9071,1.3453,1.7836
0.2955,0.7337,1.1719,1.6102
0.3354,0.7736,1.2118,1.65,
0.2207,0.6589,1.0971,1.5353,1.9736
0.3647,0.8029,1.2411,1.6794
0.3026,0.7408,1.179,1.6172
0.3632,0.8014,1.2396,1.6778
0.2692,0.7074,1.1456,1.5838
0.0301,0.4683,0.9066,1.3448,1.783
0.0176,0.4558,0.894,1.3322,1.7704
0.3031,0.7413,1.1795,1.6177
0.2248,0.663,1.1012,1.5394,1.9777
0.2516,0.6898,1.128,1.5663
0.1317,0.5699,1.0081,1.4463,1.8846
0.3094,0.7476,1.1858,1.624
0.1959,0.6341,1.0723,1.5105,1.9488
0.2911,0.7293,1.1675,1.6057
0.3114,0.7496,1.1878,1.626
0.2811,0.7193,1.1575,1.5957
0.3645,0.8027,1.2409,1.6792
0.2905,0.7287,1.1669,1.6051
0.2001,0.6383,1.0765,1.5147,1.953
0.3572,0.7954,1.2336,1.6718
0.0533,0.4915,0.9297,1.3679,1.8062
0.2633,0.7015,1.1397,1.578
0.2936,0.7318,1.17,1.6083,1.6083
0.2372,0.6754,1.1136,1.5519,1.9901
0.2622,0.7004,1.1386,1.5769
0.0112,0.4494,0.8876,1.3258,1.7641
0.2825,0.7207,1.1589,1.5971
0.298,0.7362,1.1744,1.6127
0.2659,0.7041,1.1423,1.5806
0.1225,0.5607,0.9989,1.4371,1.8753
0.0096,0.4479,0.8861,1.3243,1.7625
0.2725,0.7107,1.1489,1.5871
0.1391,0.5773,1.0155,1.4538,1.892
0.2637,0.7019,1.1401,1.5784
0.221,0.6592,1.0974,1.5357,1.9739
0.2615,0.6997,1.1379,1.5762
0.3228,0.761,1.1992,1.6374
0.2677,0.7059,1.1441,1.5824
0.2608,0.699,1.1372,1.5754
0.047,0.4852,0.9234,1.3616,1.7999
0.0635,0.5017,0.9399,1.3781,1.8164
0.0135,0.4517,0.8899,1.3281,1.7663
0.281,0.7192,1.1574,1.5956
0.0451,0.4833,0.9215,1.3597,1.798
0.1934,0.6316,1.0698,1.5081,1.9463
0.0871,0.5254,0.9636,1.4018,1.8401
0.0267,0.4649,0.9031,1.3413,1.7796
0.3621,0.8003,1.2385,1.6768
0.2506,0.6888,1.127,1.5652
0.3563,0.7945,1.2327,1.671
0.2907,0.7289,1.1671,1.6053
0.2506,0.6888,1.127,1.5652
0.061,0.4993,0.9375,1.3757,1.814
0.0408,0.479,0.9172,1.3554,1.7937
0.2123,0.6505,1.0887,1.5269,1.9652
0.166,0.6042,1.0424,1.4806,1.9189
0.0943,0.5325,0.9707,1.4089,1.8471
0.0762,0.5144,0.9527,1.3909,1.8291
0.3624,0.8006,1.2388,1.6771
0.1804,0.6186,1.0568,1.495,1.9333
0.1043,0.5425,0.9807,1.4189,1.8571
0.0778,0.516,0.9542,1.3924,1.8307
0.1642,0.6024,1.0406,1.4788,1.9171
0.0356,0.4738,0.912,1.3502,1.7885
0.3046,0.7428,1.181,1.6192
0.2451,0.6833,1.1215,1.5598,1.9981
0.2869,0.7251,1.1633,1.6015
0.0463,0.4845,0.9227,1.3609,1.7991
0.2282,0.6664,1.1046,1.5428,1.9811
0.2461,0.6843,1.1225,1.5608,1.999
0.0609,0.4991,0.9374,1.3756,1.8139
0.3596,0.7978,1.236,1.6742
0.213,0.6512,1.0894,1.5277,1.9659
0.3348,0.773,1.2112,1.6494
0.1904,0.6286,1.0668,1.505,1.9433
0.0797,0.5179,0.9561,1.3943,1.8326
0.0829,0.5211,0.9593,1.3975,1.8357
0.0477,0.4859,0.9241,1.3623,1.8006
0.0679,0.5061,0.9443,1.3825,1.8207
0.0232,0.4614,0.8996,1.3378,1.7761
0.2835,0.7217,1.1599,1.5982
0.0092,0.4474,0.8856,1.3238,1.7621
0.1674,0.6056,1.0438,1.4821,1.9203
0.2237,0.6619,1.1001,1.5384,1.9766
0.0129,0.4511,0.8893,1.3275,1.7658
0.2452,0.6834,1.1216,1.5599,1.9981
0.2521,0.6903,1.1285,1.5668
0.3321,0.7703,1.2085,1.6468
0.112,0.5502,0.9884,1.4266,1.8649
0.3016,0.7398,1.178,1.6163
0.2258,0.664,1.1022,1.5405,1.9787
0.2523,0.6905,1.1287,1.5669
0.2411,0.6793,1.1175,1.5558,1.994
0.2281,0.6663,1.1045,1.5427,1.981
0.1682,0.6064,1.0446,1.4828,1.9211
0.2974,0.7356,1.1738,1.612
0.1901,0.6283,1.0665,1.5047,1.943
0.2567,0.695,1.1332,1.5714
0.3557,0.7939,1.2321,1.6703
0.3469,0.7851,1.2233,1.6615
0.1123,0.5505,0.9887,1.4269,1.8651
0.0471,0.4853,0.9235,1.3617,1.8, 
0.0049,0.4432,0.8814,1.3196,1.7579
0.125,0.5632,1.0014,1.4397,1.8779
0.0736,0.5118,0.95,1.3882,1.8265,1.8265
0.0493,0.4875,0.9257,1.3639,1.8022
0.3048,0.743,1.1812,1.6194
0.0913,0.5295,0.9677,1.4059,1.8442
0.0889,0.5271,0.9653,1.4035,1.8417
0.3585,0.7967,1.2349,1.6732
0.1467,0.5849,1.0231,1.4614,1.8996
0.0147,0.4529,0.8911,1.3293,1.7676
0.3239,0.7621,1.2003,1.6386
0.1723,0.6105,1.0487,1.4869,1.9252
0.0229,0.4611,0.8993,1.3375,1.7758
0.2857,0.7239,1.1621,1.6004
0.2653,0.7035,1.1417,1.58,
0.0536,0.4918,0.93,1.3682,1.8065,1.8065
0.0545,0.4927,0.9309,1.3691,1.8073
0.3319,0.7701,1.2083,1.6466
0.2686,0.7068,1.145,1.5832
0.323,0.7612,1.1994,1.6376
0.2665,0.7047,1.1429,1.5811
0.3372,0.7754,1.2136,1.6518
0.3377,0.7759,1.2141,1.6523
0.8,439.1,877.3,1315.5,1753.8,1753.8
0.3151,0.7533,1.1915,1.6297
0.0531,0.4913,0.9295,1.3677,1.806
0.3394,0.7776,1.2158,1.654
0.1839,0.6221,1.0603,1.4985,1.9368
0.2916,0.7298,1.168,1.6063
0.163,0.6012,1.0394,1.4777,1.9159
0.3221,0.7603,1.1985,1.6368
0.3479,0.7861,1.2243,1.6626
0.0147,0.4529,0.8911,1.3293,1.7676
0.2027,0.6409,1.0791,1.5173,1.9556
0.3163,0.7545,1.1927,1.631
0.273,0.7112,1.1494,1.5876
0.1357,0.5739,1.0121,1.4503,1.8886
0.3131,0.7513,1.1895,1.6277
0.2801,0.7183,1.1565,1.5948
0.2268,0.665,1.1032,1.5414,1.9797
0.097,0.5352,0.9734,1.4116,1.8498
0.3546,0.7928,1.231,1.6693
0.0131,0.4513,0.8895,1.3277,1.766
0.1066,0.5448,0.983,1.4212,1.8594
0.0888,0.527,0.9652,1.4034,1.8416
0.291,0.7292,1.1674,1.6056
0.1631,0.6013,1.0395,1.4778,1.916
0.3199,0.7581,1.1963,1.6346
0.1162,0.5544,0.9926,1.4308,1.8691
0.1511,0.5893,1.0275,1.4658,1.904
0.1957,0.6339,1.0721,1.5104,1.9486
0.3182,0.7564,1.1946,1.6329
0.1905,0.6287,1.0669,1.5051,1.9434
0.1521,0.5903,1.0285,1.4667,1.905
0.2454,0.6836,1.1218,1.5601,1.9983
0.27,0.7082,1.1464,1.5847,1.5847
0.3558,0.794,1.2322,1.6704
0.2107,0.6489,1.0871,1.5253,1.9636
0.326,0.7642,1.2024,1.6407
0.2127,0.6509,1.0891,1.5273,1.9656
0.3325,0.7707,1.2089,1.6472
0.108,0.5462,0.9844,1.4226,1.8609
0.3221,0.7603,1.1985,1.6368
0.1615,0.5997,1.0379,1.4761,1.9143
0.1882,0.6264,1.0646,1.5028,1.9411
0.3023,0.7405,1.1787,1.617
0.0193,0.4575,0.8957,1.3339,1.7722
0.0222,0.4604,0.8986,1.3368,1.775
441.2,879.4,1317.6,1755.9,879.4,1317.6,1755.9
0.0447,0.4829,0.9211,1.3593,1.7976
0.2638,0.702,1.1402,1.5785
0.2031,0.6413,1.0795,1.5178,1.956
0.2104,0.6486,1.0868,1.525,1.9633
0.0284,0.4666,0.9048,1.343,1.7812
0.1742,0.6125,1.0507,1.4889,1.9272
